Symbol
2330
2454
2317
2308
2382
2303
2412
1303
1301
1326
2882
2881
2886
5880
2891
2884
3711
2357
2395
3034
2327
6505
1216
2002
1101
3008
2912
5871
2207
4904
2633
3045
9910
1402
2105
5876
6669
2301
3037
4938
2880
1590
2474
6415
2345
3231
8046
6488
5347
6770
