Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
DSGX,The Descartes Systems Group Inc.,113.5,USD,-0.0880281690140795,51069,0.23213508917625658,9708725662.031822,USD,73.54509274483298,1.54327088,USD,20.98993735150934,0,Technology services,Buy
EXEL,"Exelixis, Inc.",33.8,USD,1.5015015015015016,1006705,0.4324964730682815,9652571348.996996,USD,21.539638032118276,1.5692,USD,459.2302209550962,0,Health technology,Buy
CHDN,"Churchill Downs, Incorporated",131.26,USD,-1.7073536019170295,217813,0.46600495630234084,9647181902.105438,USD,23.889778683750727,5.4944,USD,16.723317471108075,0.306275,Consumer services,Strong buy
ENPH,"Enphase Energy, Inc.",70.89,USD,3.2178217821782082,1890312,0.6000373485405739,9577708931.131187,USD,161.6647662485747,0.4385,USD,-88.95688526241564,0,Electronic technology,Buy
AAON,"AAON, Inc.",117.355,USD,-0.2761726716519398,173183,0.3885994550995669,9538570409.825289,USD,51.36785432898538,2.2846,USD,11.918875226571306,0.271924,Producer manufacturing,Buy
DOX,Amdocs Limited,84.055,USD,-1.2743716232088251,304402,0.3988883092553928,9483031138.546041,USD,19.82195495814173,4.2405,USD,-5.4029937314564975,2.25041,Technology services,Buy
LKQ,LKQ Corporation,36.165,USD,-1.59183673469388,731865,0.307828513610549,9401450883.703266,USD,13.392460376240557,2.7004,USD,-23.953815826527737,3.26531,Consumer durables,Buy
APPF,"AppFolio, Inc.",248.005,USD,0.5208333333333319,86787,0.5196328495473488,9374311221.734375,USD,69.14958873553604,3.5865,USD,,0,Technology services,Buy
VNOM,"Viper Energy, Inc.",49.73,USD,1.3450173221927788,322040,0.3459490211825561,9369559388.15325,USD,21.282150040655623,2.3367,USD,1.622162303209538,4.89097,Energy minerals,Strong buy
MTSI,"MACOM Technology Solutions Holdings, Inc.",129.28,USD,-0.48495112000615465,348623,0.5728711951398224,9359827089.853592,USD,124.1763519354529,1.0411,USD,-18.70851877879285,0,Electronic technology,Buy
ALTR,Altair Engineering Inc.,109.25,USD,0.1283108789295212,428187,0.48746065588103504,9345703139.088993,USD,290.7905243545382,0.3757,USD,,0,Technology services,Neutral
WYNN,"Wynn Resorts, Limited",84.06,USD,-2.4373259052924725,1080120,0.6488631588495853,9231046932.160864,USD,10.156957987457861,8.2761,USD,11981.897810218976,1.16063,Consumer services,Strong buy
CFLT,"Confluent, Inc.",28.04,USD,0.28612303290414265,1749236,0.5398204100254672,9196976914.768238,USD,,-1.1104,USD,28.092216034192457,0,Technology services,Buy
DBX,"Dropbox, Inc.",29.53,USD,-1.697736351531285,1511936,0.4599568833012308,9146332317.437752,USD,17.09010938132994,1.7279,USD,9.319245856004049,0,Technology services,Neutral
GTLB,GitLab Inc.,56.16,USD,-0.3371783496007184,1050939,0.38284056355070517,9114767581.416147,USD,,-0.324,USD,88.2952205483906,0,Technology services,Strong buy
MASI,Masimo Corporation,168.38,USD,1.8632788868723433,158145,0.3444107221725196,9015160583.755716,USD,115.56623198352779,1.457,USD,-10.766780989710924,0,Health technology,Buy
GLBE,Global-E Online Ltd.,53.74,USD,-1.4487438107463766,499205,0.5397982610711601,8974159955.821383,USD,,-0.5952,USD,30.726256983240223,0,Retail trade,Strong buy
BRKR,Bruker Corporation,59,USD,0.6482429205049515,629826,0.4327290720783646,8944295765.660187,USD,28.40909090909091,2.0768,USD,-3.9185750636132415,0.34118,Health technology,Buy
ITCI,Intra-Cellular Therapies Inc.,84.06,USD,0.6465517241379386,258083,0.46900671790522463,8911797496.452587,USD,,-0.8595,USD,47.13697029337597,0,Health technology,Strong buy
RGLD,"Royal Gold, Inc.",133.885,USD,1.543420553659459,143170,0.3349447740005933,8803854387.331818,USD,30.63589767058716,4.3702,USD,23.253518346165766,1.2135,Non-energy minerals,Buy
PNFP,"Pinnacle Financial Partners, Inc.",113.89,USD,-0.43710114520500043,179588,0.37972545030391697,8797449825.352829,USD,21.63399437732695,5.2644,USD,-32.05296987531944,0.769298,Finance,Buy
ROIV,Roivant Sciences Ltd.,12.03,USD,1.6906170752324539,2934600,0.5133689525247603,8757235653.679626,USD,2.127095268406535,5.6556,USD,,0,Health technology,Strong buy
FYBR,"Frontier Communications Parent, Inc.",34.81,USD,0.31700288184437875,1401864,0.5652017409579914,8668212319.535736,USD,,-0.7516,USD,-210.5131598294369,0,Communications,Neutral
APA,APA Corporation,23.375,USD,1.2343005630142925,2804295,0.39362184098539177,8647521671.589432,USD,3.3090785543396706,7.0639,USD,44.909430323917384,4.33088,Energy minerals,Neutral
DRS,"Leonardo DRS, Inc.",32.43,USD,0.37140204271122695,178580,0.25362049721717617,8574397157.054783,USD,43.676767676767675,0.7425,USD,16.10633307271307,0,Electronic technology,Buy
HSIC,"Henry Schein, Inc.",68.47,USD,-1.0549132947976936,465446,0.3990924844438766,8536928049.981358,USD,28.03964126295098,2.4419,USD,-27.31142465916533,0,Distribution services,Neutral
WING,Wingstop Inc.,291.2,USD,2.4630541871921183,233293,0.5022354777903215,8506617491.389161,USD,85.1063829787234,3.4216,USD,48.69410282039026,0.344828,Consumer services,Buy
MKTX,"MarketAxess Holdings, Inc.",225.41,USD,-0.27871173243673486,114079,0.295903971471785,8498940611.896169,USD,30.514417219439558,7.387,USD,12.148539503248912,1.3095,Finance,Neutral
HQY,"HealthEquity, Inc.",96.79,USD,0.8754559666493,242553,0.2977836478469238,8388079206.394059,USD,88.29593139937968,1.0962,USD,226.24999999999997,0,Finance,Strong buy
CBSH,"Commerce Bancshares, Inc.",61.77,USD,-0.8666345690900323,154591,0.2841587006610843,8316646025.747714,USD,16.880277648730633,3.6593,USD,1.205852255441549,1.65072,Finance,Neutral
WTFC,Wintrust Financial Corporation,124.22,USD,-0.3929115548071485,244555,0.5020123190134279,8259661365.888061,USD,13.014961652906416,9.5444,USD,-3.9557232704402563,1.44335,Finance,Strong buy
HLNE,Hamilton Lane Incorporated,148.95,USD,0.6079027355622946,116697,0.197142025982872,8256919232.6504545,USD,32.70176517080881,4.5548,USD,49.401384196542786,1.29348,Finance,Neutral
ASND,Ascendis Pharma A/S,138.305,USD,0.46124791167285495,107301,0.3217933650005443,8227216086,USD,,-8.0979,USD,28.885317596227317,0,Health technology,Strong buy
MTCH,"Match Group, Inc.",32.7,USD,-0.0305716906144849,1154080,0.27280308455077845,8210675582.036076,USD,14.584541278265911,2.2421,USD,27.536973833902174,0,Technology services,Buy
VERX,"Vertex, Inc.",52.56,USD,-1.4807872539831286,363094,0.4130594468461293,8197255431.592126,USD,280.0213106020245,0.1877,USD,,0,Technology services,Buy
AGNC,AGNC Investment Corp.,9.255,USD,0.4885993485342011,14619214,0.7372765537933917,8156742882,USD,6.4783704325913485,1.4286,USD,289.4765539803708,15.6352,Finance,Buy
FSV,FirstService Corporation,179.37,USD,-0.9115014915478984,34812,0.3227639841677646,8095313605.099237,USD,74.37135217007061,2.41181577,USD,-17.90743568740782,0.529384,Finance,Buy
FRHC,Freedom Holding Corp.,132.57,USD,1.4385186318769572,47544,0.6217250699937623,8035388554.091973,USD,23.359117579687418,5.6753,USD,17.686214333112144,0,Finance,
RVMD,"Revolution Medicines, Inc.",44.035,USD,0.6744398719707237,394708,0.3140811660951996,8029774763.84865,USD,,-3.5919,USD,-10.039213283499775,0,Health technology,Strong buy
ZION,Zions Bancorporation N.A.,54.065,USD,-0.3410138248847968,447989,0.27912927223915834,7986006685.749309,USD,12.30623904581977,4.3933,USD,-18.94280442804428,3.05991,Finance,Neutral
PEGA,Pegasystems Inc.,93.075,USD,-0.13412017167381973,354234,0.986322287045697,7981535331.467544,USD,67.7993881118881,1.3728,USD,,0.128755,Technology services,Buy
RGEN,Repligen Corporation,142.16,USD,-1.2366263720994868,153693,0.3163537428184224,7964759470.43935,USD,,-0.1471,USD,-108.32296028063824,0,Health technology,Buy
WBA,"Walgreens Boots Alliance, Inc.",9.1,USD,-2.4651661307609904,11790683,0.6289185516897043,7857737741.3076105,USD,,-10.0087,USD,-180.6623482235495,10.7181,Retail trade,Neutral
HAS,"Hasbro, Inc.",55.9,USD,-0.017885888034337348,669897,0.3709776653721063,7798129304.813093,USD,,-4.6436,USD,-15.59007293455805,3.75604,Consumer durables,Buy
LSCC,Lattice Semiconductor Corporation,55.8275,USD,-1.451897616946157,514967,0.2435111354375147,7702586896.007238,USD,54.09641472868217,1.032,USD,-32.015810276679844,0,Electronic technology,Buy
TTAN,"ServiceTitan, Inc.",101,USD,-1.817828327014683,242282,0.6681938176310369,7614649469,USD,,-2.0584,USD,25.799358350456004,0,Technology services,Buy
ENSG,"The Ensign Group, Inc.",132.35,USD,-0.3838627126298504,117555,0.33492750716267067,7583083919.611996,USD,32.03437008350478,4.1315,USD,-5.373216371590214,0.182523,Health services,Buy
SIRI,SiriusXM Holdings Inc.,22.2,USD,-2.631578947368427,3290498,0.4661360819848091,7530285410.68421,USD,,-4.8276,USD,-248.08588957055218,4.68421,Consumer services,Neutral
LNW,"Light & Wonder, Inc.",85.19,USD,-1.3776337115072907,222974,0.36499795135335905,7522948417.124798,USD,26.504262335884512,3.2142,USD,131.5372424722662,0,Consumer services,Buy
OTEX,Open Text Corporation,28.28,USD,-0.14124293785310432,325178,0.4100292991555246,7519095224.639134,USD,16.258217471112687,1.7394280800000002,USD,35.510511835834905,3.44444,Technology services,Buy
BILI,Bilibili Inc.,17.045,USD,-5.880728879072324,4793232,1.3458351520742575,7501688235.186999,USD,,-0.9116,USD,47.678356195833096,0,Technology services,Buy
PARA,Paramount Global,10.4862,USD,0.25047801147226895,5740953,0.6251386591982475,7477162245.371931,USD,,-8.8875,USD,-399.43804439449275,1.91205,Consumer services,Neutral
JAZZ,Jazz Pharmaceuticals plc,123.005,USD,-0.11774259033699572,240977,0.35601550780191593,7436217384.811246,USD,17.716660185225194,6.9429,USD,1051.9661523145842,0,Health technology,Strong buy
CCCS,CCC Intelligent Solutions Holdings Inc.,11.665,USD,-0.5541346973572147,1001162,0.269237901960122,7296484269.832479,USD,156.57718120805367,0.0745,USD,,0,Technology services,Buy
CHRD,Chord Energy Corporation,119.33,USD,2.061238453643514,312632,0.34769506549310647,7294699359.256499,USD,6.146911863184464,19.413,USD,-23.20412046505556,4.27643,Energy minerals,Strong buy
PARAA,Paramount Global,21.8,USD,-2.242152466367713,130621,2.9327660338808,7291249889.93722,USD,,-8.8875,USD,-399.43804439449275,0.896861,Consumer services,Neutral
DJT,Trump Media & Technology Group Corp.,33.54,USD,-1.642228739002939,4378710,0.5369310595558029,7275645852.350146,USD,,-3.8548,USD,-461.1879458436454,0,Commercial services,
MIDD,The Middleby Corporation,134.67,USD,-0.5758582502768559,276772,0.48234546783791343,7244324110.524695,USD,18.55393136133805,7.2583,USD,-13.998127895541309,0,Producer manufacturing,Buy
OLED,Universal Display Corporation,150.06,USD,2.6402188782489837,266166,0.4470946557468913,7122058542.072229,USD,30.12950506977211,4.9805,USD,15.524679903507138,1.09439,Electronic technology,Buy
FRPT,"Freshpet, Inc.",146.56,USD,-1.0465194787657899,230458,0.47016211410353737,7113550139.566538,USD,166.583314389634,0.8798,USD,,0,Consumer non-durables,Buy
MKSI,"MKS Instruments, Inc.",105.65,USD,1.2070121659162805,275728,0.3892328543540315,7110132434.524858,USD,227.69396551724137,0.464,USD,,0.842993,Producer manufacturing,Buy
SOUN,"SoundHound AI, Inc.",19.165,USD,-3.402217741935488,49924474,0.5087901660424571,7086262810.004787,USD,,-0.3624,USD,22.464698331193837,0,Technology services,Buy
EXLS,"ExlService Holdings, Inc.",44.005,USD,-0.8449752140603876,212859,0.24612549406577613,7079631547.911333,USD,38.48946033412053,1.1433,USD,9.53247748610844,0,Technology services,Buy
HCP,"HashiCorp, Inc.",34.195,USD,-0.04384682841274647,2071081,0.7942688919249353,6991077574.5564165,USD,,-0.6109,USD,43.835616438356155,0,Technology services,Neutral
CZR,"Caesars Entertainment, Inc.",32.46,USD,-2.8725314183123904,2712311,0.5507497724255045,6897112666.062836,USD,,-1.6715,USD,-150.6407731693277,0,Consumer services,Buy
SPSC,"SPS Commerce, Inc.",182.7,USD,-0.7011250611446385,76629,0.39845586587414705,6863685100.795694,USD,87.89147063068263,2.0787,USD,23.555634807417984,0,Technology services,Buy
MDGL,"Madrigal Pharmaceuticals, Inc.",313.91,USD,1.7305635674239337,128696,0.3849240282310322,6846504625.365267,USD,,-25.0734,USD,-30.310322067635763,0,Health technology,Strong buy
BOKF,BOK Financial Corporation,106.435,USD,-0.01409112259276709,60743,0.427242578662137,6824443393.790042,USD,14.570157426420261,7.305,USD,-21.00738562020827,2.08549,Finance,Buy
CIGI,Colliers International Group Inc. - Subordinate Voting Shares,133.71,USD,-1.6621313525042223,38658,0.36541170020700803,6744378855.811695,USD,42.3237778597253,3.159217035,USD,751.7228260513518,0.215359,Finance,Buy
UFPI,"UFP Industries, Inc.",111.05,USD,-1.4203284509542906,117965,0.2705964959284936,6743473893.233466,USD,15.34730092042345,7.2358,USD,-14.954984603088786,1.17177,Non-energy minerals,Buy
STEP,StepStone Group Inc.,58.55,USD,1.1575673807878275,209185,0.36745447857597313,6742810513.978058,USD,94.40503063527895,0.6202,USD,-42.60595965204516,1.55494,Finance,Buy
ONB,Old National Bancorp,21.105,USD,-2.7643400138216907,1127321,0.43922152989311836,6731903716.75812,USD,12.802547770700636,1.6485,USD,-24.01474994238304,2.58005,Finance,Buy
OS,"OneStream, Inc.",28.0074,USD,-1.7973352033660555,958759,0.8539638827660884,6688460000,USD,,-0.7762,USD,-364.23444976076553,0,Technology services,Strong buy
CVLT,"Commvault Systems, Inc.",151.94,USD,0.6825260088794654,134139,0.38220638500841697,6643722489.662714,USD,38.492133863653635,3.9473,USD,,0,Technology services,Buy
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",108.16,USD,-1.430784653239777,542556,0.471569960765083,6627707366.033718,USD,32.19526715285012,3.3595,USD,32.211727666273134,0,Retail trade,Buy
BPOP,"Popular, Inc.",92.7,USD,-1.4458856049330209,122714,0.23178096836371295,6610078029.450352,USD,12.589122020778163,7.3635,USD,-24.65080583269379,2.72167,Finance,Buy
CWST,"Casella Waste Systems, Inc.",103.84,USD,-1.861827804555334,97131,0.30419476281790503,6574468985.104621,USD,894.4013781223084,0.1161,USD,-82.06949806949807,0,Industrial services,Buy
QRVO,"Qorvo, Inc.",69.305,USD,-0.8937508937508937,945636,0.1717771137290138,6551172643.208065,USD,,-1.4579,USD,-43.663776113519916,0,Electronic technology,Neutral
CROX,"Crocs, Inc.",110.088,USD,0.5094494658997468,549239,0.43582247636870436,6416166126.742482,USD,7.988563715921543,13.7807,USD,26.922155909224877,0,Consumer non-durables,Buy
GNTX,Gentex Corporation,28.195,USD,-1.8621649843369306,664437,0.46214419347878793,6412436295.717716,USD,15.063040923175555,1.8718,USD,10.528491290227333,1.67073,Producer manufacturing,Buy
AMKR,"Amkor Technology, Inc.",25.97,USD,1.0899182561307807,649504,0.5080572534367183,6405008702.60218,USD,17.575798592311855,1.4776,USD,-10.25812329183116,1.24149,Electronic technology,Buy
XP,XP Inc.,11.81,USD,-0.3375527426160266,2683876,0.39551307120569246,6379193182.562025,USD,7.6938110749185675,1.535,USD,16.111951588502258,0.00548523,Finance,Buy
CELH,"Celsius Holdings, Inc.",26.99,USD,2.4677296886864033,3701154,0.4626507791591209,6343498828.327258,USD,37.44970167892327,0.7207,USD,46.364744110479286,0,Consumer non-durables,Buy
QXO,"QXO, Inc.",15.375,USD,-3.3018867924528323,639629,0.31284282884350534,6294988801.863208,USD,,-0.0662,USD,97.11747801097275,0,Commercial services,
BECN,"Beacon Roofing Supply, Inc.",100.33,USD,-1.2305571962984838,232901,0.4018562261566042,6209221670.067828,USD,17.158346587313805,5.8473,USD,,0,Distribution services,Buy
ASTS,"AST SpaceMobile, Inc.",21.415,USD,1.4928909952606526,3368609,0.534022658156548,6204674590.610425,USD,,-2.1357,USD,-154.97851002865326,0,Communications,Strong buy
QFIN,"Qifu Technology, Inc",38.53,USD,0.3908285565398608,427827,0.38968935029276774,6196588006.670759,USD,7.867600514569252,4.8973,USD,40.60983663039423,3.02241,Finance,Strong buy
WSC,WillScot Holdings Corporation,33.35,USD,-0.29895366218236596,772015,0.3854210433404532,6161730690.904335,USD,290.50522648083626,0.1148,USD,-92.09366391184572,0,Finance,Buy
CGNX,Cognex Corporation,35.765,USD,-0.2649191299498016,396038,0.3210021178433224,6134243880.688231,USD,69.36578743211793,0.5156,USD,-43.20334875523244,0.85053,Electronic technology,Buy
SATS,EchoStar Corporation,22.53,USD,-1.6157205240174561,507517,0.3344597163850248,6124574358.370743,USD,,-8.4779,USD,-860.2815890951484,0,Communications,Neutral
HALO,"Halozyme Therapeutics, Inc.",48.11,USD,0.6274837900020857,550885,0.3688192801929883,6120891019.3074665,USD,15.91939379901393,3.0221,USD,61.29049474302184,0,Health technology,Buy
BZ,KANZHUN LIMITED - American Depository Shares,13.675,USD,-0.9057971014492754,972219,0.3281771063169415,6116762831.76236,USD,30.613387060667115,0.4467,USD,149.41373534338356,0,Technology services,Strong buy
WAY,Waystar Holding Corp.,35.52,USD,-3.21525885558583,844718,0.6455591338518891,6112499131.448501,USD,,-0.3175,USD,-17.505551443375282,0,Technology services,Strong buy
LLYVA,Liberty Media Corporation - Series A Liberty Live,66.7,USD,0.21033653846153932,57439,0.5648280263420554,6106100000,USD,,-0.8839,USD,,0,Consumer services,Strong buy
LNTH,"Lantheus Holdings, Inc.",87.62,USD,-2.0567851553766925,368197,0.43166050433645314,6091941677.313214,USD,14.55917051610116,6.0182,USD,321.44257703081234,0,Health technology,Strong buy
LSTR,"Landstar System, Inc.",170.38,USD,-0.8611660654020821,71746,0.23520448523079354,6019725267.854764,USD,29.247274912024718,5.8255,USD,-30.120554189408015,0.802979,Transportation,Neutral
COOP,Mr. Cooper Group Inc.,93.95,USD,-2.1456098323091366,345994,0.7067259210115916,6011270163.056453,USD,12.131973140495868,7.744,USD,16.05497025192201,0,Finance,Buy
ETSY,"Etsy, Inc.",53.355,USD,0.8791832104367484,1488167,0.3315952827486236,6002036877.490925,USD,27.227495407225963,1.9596,USD,-17.929388114084688,0,Retail trade,Neutral
LEGN,Legend Biotech Corporation,34.14,USD,4.917025199754153,512413,0.40733826223444486,5969479552,USD,,-1.9074,USD,35.991140642303435,0,Health technology,Strong buy
MAT,"Mattel, Inc.",17.67,USD,-0.3384094754653058,574904,0.1767537452840375,5953022738.886633,USD,11.102035687358635,1.5916,USD,591.0985670864089,0,Consumer durables,Buy
NVMI,Nova Ltd.,204.175,USD,3.66844376745368,101338,0.7805377760319184,5930536959.85174,USD,38.336963460888505,5.3258,USD,26.320533194184204,0,Electronic technology,Buy
CSWI,"CSW Industrials, Inc.",350.48,USD,-0.6575963718820842,18780,0.18765081760000799,5893709574.159864,USD,47.58788306697987,7.3649,USD,10.817032801685219,0.24093,Process industries,Buy
GRFS,"Grifols, S.A.",7.49,USD,0.6720430107526858,308625,0.3705366318907514,5872996802.846399,USD,,,,,0,Health technology,Neutral
LITE,Lumentum Holdings Inc.,85.08,USD,1.3460393091125615,735265,0.5649923077319109,5844995527.727457,USD,,-8.2868,USD,-182.209508241384,0,Producer manufacturing,Buy
LFUS,"Littelfuse, Inc.",234.62,USD,-0.4370889030341613,75992,0.6373526281402357,5822021884.300615,USD,30.185523505648046,7.7726,USD,-37.15098931843359,1.14577,Electronic technology,Buy
MARA,"MARA Holdings, Inc.",17.125,USD,2.1168753726893286,31401821,0.8035599500377446,5811916712.216756,USD,15.856481481481481,1.08,USD,,0,Technology services,Buy
SLM,SLM Corporation,27.34,USD,-0.8701957940536565,1354002,0.3897517771316221,5805115166.1783905,USD,9.502293896844153,2.8772,USD,113.67991088005942,1.66788,Finance,Strong buy
CYTK,"Cytokinetics, Incorporated",49.1,USD,4.379251700680277,520464,0.38999926265933,5794499497.555272,USD,,-5.3888,USD,2.3962616145333335,0,Health technology,Buy
RMBS,"Rambus, Inc.",53.5,USD,1.2107453651154003,347982,0.3345495993993947,5701786077.043133,USD,33.225686250155256,1.6102,USD,-38.50208150326548,0,Electronic technology,Strong buy
NXT,Nextracker Inc.,39.045,USD,6.884752258417739,1477903,0.6794702028163176,5682939438.140843,USD,10.626803113602962,3.6742,USD,89.88113695090438,0,Electronic technology,Buy
TSEM,Tower Semiconductor Ltd.,51.15,USD,-0.698893418753639,952568,1.731871913533672,5681223274.851485,USD,27.696556205328136,1.8468,USD,-62.52359017025508,0,Electronic technology,Buy
LYFT,"Lyft, Inc.",13.625,USD,5.620155038759687,18960267,1.5762523535169661,5651879459.786821,USD,,-0.1623,USD,93.29698922066657,0,Technology services,Buy
REYN,Reynolds Consumer Products Inc.,26.845,USD,-0.5372360133382719,153143,0.30131004538646966,5641367988.462208,USD,15.2875854214123,1.756,USD,37.56365060712887,3.40867,Consumer non-durables,Buy
COLB,"Columbia Banking System, Inc.",26.9,USD,-0.4072565716401443,361861,0.1989779273459285,5636389441.340244,USD,11.621878510325757,2.3146,USD,11.27349646651604,5.33136,Finance,Neutral
NUVL,"Nuvalent, Inc.",79.21,USD,1.1880429228410738,236580,0.4305743065547831,5628072867.990802,USD,,-3.4782,USD,-71.13757134422359,0,Health technology,Strong buy
SIGI,"Selective Insurance Group, Inc.",92.53,USD,-1.058597091531218,94055,0.29014947842195454,5625269911.323674,USD,24.940700808625337,3.71,USD,-28.833131917668947,1.52908,Finance,Buy
CRVL,CorVel Corp.,109.31,USD,-1.752651447060941,42851,0.25612530846134174,5616185401.062736,USD,69.70411937252901,1.5682,USD,9.60301928990774,0,Finance,
VIRT,"Virtu Financial, Inc.",36.21,USD,1.485426008968613,385485,0.44165711615209224,5598812658.724776,USD,18.138556329209038,1.9963,USD,22.985460818137014,2.69058,Finance,Buy
MMSI,"Merit Medical Systems, Inc.",95.61,USD,-1.1476426799007438,159737,0.30590520743784544,5572094586.618486,USD,46.83550504555697,2.0414,USD,18.623975826602347,0,Health technology,Buy
UPST,"Upstart Holdings, Inc.",61.04,USD,-0.8608088354718225,2744536,0.5558583644882679,5568558295.790807,USD,,-1.9286,USD,37.107451491928906,0,Technology services,Neutral
BPMC,Blueprint Medicines Corporation,87.525,USD,0.3496904379729498,173073,0.2758739083467984,5560099290.704254,USD,,-2.1078,USD,77.09410997609216,0,Health technology,Buy
CACC,Credit Acceptance Corporation,457.935,USD,-2.454948238401563,24416,0.5570384971641593,5546574340.507221,USD,30.758664696399787,14.888,USD,-38.75922437126192,0,Finance,Neutral
IONS,"Ionis Pharmaceuticals, Inc.",34.91,USD,-0.14302059496568723,536254,0.3434176658365147,5512193824.315788,USD,,-2.4431,USD,14.630652037179406,0,Health technology,Buy
SAIC,Science Applications International Corporation,112.43,USD,0.5814993737699102,157900,0.2940687323738014,5495748727.728485,USD,18.964324871383994,5.9285,USD,-37.290430404383386,1.32403,Technology services,Neutral
ACIW,"ACI Worldwide, Inc.",52.345,USD,0.8379888268156469,234754,0.30057899683229067,5490395915.857542,USD,24.810408569532658,2.1098,USD,164.48539551209728,0,Technology services,Buy
FIVE,"Five Below, Inc.",99.355,USD,-5.340129573170723,1241125,0.8563015445406511,5465481572.068217,USD,20.4758568101725,4.8523,USD,0.1796184656040809,0,Retail trade,Buy
UMBF,UMB Financial Corporation,111.53,USD,-1.1784511784511769,163577,0.36816177268260664,5442490359.66835,USD,13.926105360420545,8.0087,USD,2.8959438798453045,1.3911,Finance,Buy
NOVT,Novanta Inc.,150.75,USD,-1.3222491326831252,47853,0.24996239046222124,5415140573.383191,USD,90.5079250720461,1.6656,USD,-20.670603924557067,0,Electronic technology,Buy
BBIO,"BridgeBio Pharma, Inc.",28.29,USD,3.097667638483957,798538,0.4538626133160307,5346521316.220845,USD,,-2.412,USD,38.2630730246487,0,Health technology,Strong buy
SMTC,Semtech Corporation,61.96,USD,0.17784963621665228,468080,0.3384710678752068,5339644615.950201,USD,,-13.0487,USD,-66.8013140906825,0,Electronic technology,Strong buy
TEM,"Tempus AI, Inc.",33.75,USD,-0.02962085308056283,2126409,0.5371928970586237,5313791266.328496,USD,,-5.1038,USD,,0,Technology services,Buy
CRUS,"Cirrus Logic, Inc.",99.365,USD,-0.21590680859610709,254478,0.395262405478298,5280247796.965605,USD,16.872410514161515,5.8892,USD,138.21697273683358,0,Electronic technology,Buy
WFRD,Weatherford International plc,72.1,USD,0.6561496579645385,347087,0.3492409786599833,5238208480.30853,USD,10.0994537050007,7.139,USD,50.46262145130357,0.698032,Industrial services,Buy
SRAD,Sportradar Group AG,17.545,USD,1.1822376009227327,639382,1.22522321574002,5231239612.877451,USD,84.39153439153439,0.2079,USD,,0,Technology services,Strong buy
CORT,Corcept Therapeutics Incorporated,49.91,USD,-0.952569954356031,485859,0.583543548044796,5229327116.958324,USD,39.693017337362804,1.2574,USD,55.34964170990858,0,Health technology,Strong buy
URBN,"Urban Outfitters, Inc.",56.505,USD,2.9610058309037903,1131571,0.7099617667383297,5214118477.593204,USD,16.185442983586835,3.4911,USD,21.109415111357794,0,Retail trade,Neutral
RDNT,"RadNet, Inc.",70.065,USD,0.32216494845360005,196782,0.36643607759099867,5186682803.139818,USD,,-0.0654,USD,-649.5798319327731,0,Health services,Strong buy
CHX,ChampionX Corporation,27.215,USD,0.09194556822360639,1198357,0.6735916516605777,5184457602.093784,USD,16.80768280632411,1.6192,USD,7.0616239090187785,1.36079,Process industries,Strong buy
BCPC,Balchem Corporation,158.465,USD,-2.7792263566367073,106943,0.6434856278803057,5151335240.809073,USD,42.560363118738756,3.7233,USD,16.9010989010989,0.533759,Consumer non-durables,Buy
SITM,SiTime Corporation,219.8,USD,2.4565328858434765,59030,0.23674880482561683,5134966205.566587,USD,,-4.1428,USD,-47.236734548814745,0,Electronic technology,Buy
STRL,"Sterling Infrastructure, Inc.",166.485,USD,-1.166518254674963,142687,0.3688516114622744,5113271385.499733,USD,28.136724691566677,5.917,USD,61.59602359624208,0,Industrial services,Buy
PECO,"Phillips Edison & Company, Inc.",36.8508,USD,-1.6262680192205052,160119,0.21889544874530786,5102051818,USD,79.53982300884955,0.4633,USD,-4.336155275655589,3.17672,Finance,Buy
TLX,Telix Pharmaceuticals Limited,15,USD,-2.5974025974025996,3939,0.5357725788900979,5099055729.103,USD,154.63917525773195,0.097,USD,,0,Health technology,Buy
FFIN,"First Financial Bankshares, Inc.",35.58,USD,-1.303744798890427,169691,0.29136589169302174,5084743794.810541,USD,24.570126372488087,1.4481,USD,-2.102487831260149,1.99723,Finance,Neutral
CALM,"Cal-Maine Foods, Inc.",104.035,USD,1.0833657209483043,204824,0.2927175451463459,5072992865.360571,USD,11.916953035509735,8.73,USD,-32.71209563669156,2.82064,Process industries,Buy
QLYS,"Qualys, Inc.",138.29,USD,-1.3764085009271194,74892,0.2502966950956994,5060093941.966267,USD,30.45096225833443,4.5414,USD,22.873376623376625,0,Technology services,Neutral
UBSI,"United Bankshares, Inc.",37.09,USD,-1.2250332889480526,224648,0.36852147343627967,5015322760.263383,USD,14.044454542012195,2.6409,USD,-7.680206949590995,3.94141,Finance,Neutral
OZK,Bank OZK,43.91,USD,-1.3923197844150113,461063,0.4172237939626826,4980794593.907477,USD,7.2158680076250565,6.0852,USD,6.427409622750417,3.54817,Finance,Neutral
VLY,Valley National Bancorp,8.915,USD,-1.6004415011037676,3345964,0.43722898796133347,4979614844.996688,USD,14.328190292510445,0.6222,USD,-46.19508820477344,4.85651,Finance,Buy
INTA,"Intapp, Inc.",64.31,USD,0.3432672803869541,167090,0.20481898911918273,4976661094.596037,USD,,-0.2934,USD,70.31566167543505,0,Technology services,Buy
