Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
WERN,"Werner Enterprises, Inc.",35.62,USD,-0.8351893095768493,180395,0.2963537457835365,2201593869.716036,USD,49.12425872293477,0.7251,USD,-68.99559584384487,1.55902,Transportation,Neutral
UPWK,Upwork Inc.,16.465,USD,0.7033639143730791,815811,0.4712397342388583,2200829339.255963,USD,26.428571428571427,0.623,USD,,0,Commercial services,Buy
CGON,"CG Oncology, Inc.",28.89,USD,0.7322175732217603,241629,0.24243266428209514,2199386166.702929,USD,,-1.2764,USD,,0,Health technology,Strong buy
MESO,Mesoblast Limited,20.1305,USD,1.6691919191919227,338811,0.29588945342049505,2199338078.752,USD,,-0.8893,USD,19.007285974499098,0,Health technology,Buy
ENVX,Enovix Corporation,11.665,USD,7.313707451701931,5975262,0.9675640441827209,2197614530.1439743,USD,,-1.6186,USD,-11.897684064984455,0,Producer manufacturing,Strong buy
CENTA,Central Garden & Pet Company,32.51,USD,-1.6338880484114953,81302,0.2042897274696337,2197601216.1797276,USD,20.232760766741347,1.6068,USD,-14.47732595273579,0,Consumer non-durables,Strong buy
CENT,Central Garden & Pet Company,38.15,USD,-1.6752577319587594,33574,0.19143486630235465,2196676974.435567,USD,23.71922407361353,1.6084,USD,-31.513732169469872,0,Consumer non-durables,Strong buy
HURN,Huron Consulting Group Inc.,123.26,USD,-0.804764204088202,37485,0.43422003725361186,2186744787.210204,USD,26.810222947253944,4.5975,USD,17.836272298544184,0,Commercial services,Strong buy
EXTR,"Extreme Networks, Inc.",16.515,USD,-1.3440860215053636,314457,0.3812286446555689,2182208144.803764,USD,,-0.9647,USD,-236.64305949008502,0,Electronic technology,Buy
CRTO,Criteo S.A.,39.2935,USD,-0.6736602628918115,134821,0.44019173436934234,2167137899,USD,22.88763979496738,1.7168,USD,1565.1794374393794,0,Commercial services,Buy
IDYA,"IDEAYA Biosciences, Inc.",24.97,USD,-2.840466926070041,357800,0.35614173286344125,2158201941.067704,USD,,-2.3254,USD,-19.539402662828362,0,Health technology,Strong buy
ARCB,ArcBest Corporation,92.16,USD,-1.243034719245603,143394,0.4730075865806685,2156503704.1954565,USD,11.411731200237742,8.0759,USD,75.98387448245805,0.514359,Transportation,Buy
WGS,GeneDx Holdings Corp.,77.96,USD,1.431173562321096,549772,1.1046945277662574,2141670158.3809526,USD,,-3.1714,USD,90.31450228745595,0,Health services,Buy
VICR,Vicor Corporation,47.45,USD,-1.8004966887417164,106749,0.4528191917388038,2141588773.0287666,USD,491.7098445595855,0.0965,USD,-91.8074539434587,0,Electronic technology,Buy
NMRK,"Newmark Group, Inc.",12.475,USD,-2.615144418423114,236288,0.2396656803326319,2134158136.8169398,USD,41.44518272425249,0.301,USD,245.9770114942529,0.936768,Finance,Buy
AVDX,"AvidXchange Holdings, Inc.",10.365,USD,0.2417794970986495,639681,0.5011944169498848,2132349683.2601547,USD,,-0.0055,USD,98.37662337662337,0,Technology services,Buy
WSBC,"WesBanco, Inc.",31.8439,USD,-2.1392132759680322,190263,0.3400526603258849,2129472438.3379412,USD,15.29339160503314,2.0822,USD,-25.56925826630921,4.45605,Finance,Buy
TRMK,Trustmark Corporation,34.795,USD,-1.6256714729997055,110081,0.3465208152986543,2127993508.1576197,USD,,-0.422,USD,-127.15048574921187,2.60107,Finance,Neutral
PWP,Perella Weinberg Partners,23.54,USD,-1.2583892617449695,261320,0.4114587450098897,2119236529.8942955,USD,,-2.362,USD,-171.74413253566502,1.1745,Finance,Buy
NEO,"NeoGenomics, Inc.",16.39,USD,-0.5461165048543681,201698,0.23603298690243832,2103834606.987257,USD,,-0.6152,USD,20.06237006237006,0,Health services,Buy
NEXT,NextDecade Corporation,8.06,USD,4.539559014267192,1323155,0.7760147682415712,2097947072.0000002,USD,,-1.0034,USD,-29.237506439979406,0,Energy minerals,Buy
TARS,"Tarsus Pharmaceuticals, Inc.",54.87,USD,-0.9030160736861116,476230,0.8922124613358363,2097511538.0122812,USD,,-3.8142,USD,0.5371857724001239,0,Health technology,Strong buy
TRIP,"TripAdvisor, Inc.",15.04,USD,1.8280297901150953,1049223,0.27031328783022,2095611471.6641843,USD,64.466352336048,0.2333,USD,,0,Consumer services,Neutral
WULF,TeraWulf Inc.,5.4129,USD,-4.365724381625451,30187801,1.1663749744076217,2088879647.791272,USD,,-0.1662,USD,68.31871902401829,0,Technology services,Strong buy
TFIN,"Triumph Financial, Inc.",88.84,USD,-2.2447183098591466,48936,0.37504713380482463,2077742115.7121482,USD,112.35614012899963,0.7907,USD,-58.504329572290736,0,Finance,Neutral
EFSC,Enterprise Financial Services Corporation,55.365,USD,-1.8351063829787173,62694,0.38495616790116177,2055580701.9723403,USD,11.728381985340846,4.7206,USD,-14.03179690772341,1.87943,Finance,Strong buy
NN,NextNav Inc.,15.73,USD,1.0925449871465291,362970,0.24744540923558955,2053951957.8984578,USD,,-0.7536,USD,-18.901861786052386,0,Technology services,Buy
SYBT,"Stock Yards Bancorp, Inc.",69.82,USD,-2.4996508867476694,59951,0.2683268188517594,2053597973.4366708,USD,19.21087387189082,3.6344,USD,-6.058726220016542,1.70367,Finance,Neutral
PINC,"Premier, Inc.",21.3175,USD,0.5542452830188666,417825,0.2787196473586923,2048795086.5332546,USD,15.603498755672668,1.3662,USD,-7.520476545048398,3.96226,Health services,Neutral
XMTR,"Xometry, Inc.",41.33,USD,-3.1176746366619748,422439,0.49900261845877003,2048489684.2231598,USD,,-1.0488,USD,38.46875916691111,0,Producer manufacturing,Buy
ENLT,Enlight Renewable Energy Ltd.,17.195,USD,-0.289939112786319,3650,0.1173180766263821,2038028848.9957294,USD,44.09375770454754,0.389964496,USD,76.9808015168218,0,Utilities,
LGIH,"LGI Homes, Inc.",86.58,USD,-3.15436241610739,141854,0.5901227429013585,2035797892.534228,USD,10.372713222873163,8.3469,USD,8.706240883517397,0,Consumer durables,Neutral
LGND,Ligand Pharmaceuticals Incorporated,107.69,USD,0.5039664022398432,41087,0.26092301986627114,2034842682.2388241,USD,42.84634359831304,2.5134,USD,200.3944065973467,0,Health technology,Strong buy
LMAT,"LeMaitre Vascular, Inc.",90.48,USD,-1.8016062513566276,114253,0.5080306757986767,2034354309.4994576,USD,49.62702939885915,1.8232,USD,49.614311505005745,0.694595,Health technology,Buy
OMCL,"Omnicell, Inc.",43.89,USD,-1.4150943396226472,118620,0.18110996824145958,2032845508.4009435,USD,,-0.3917,USD,49.28136734429626,0,Technology services,Buy
MIRM,"Mirum Pharmaceuticals, Inc.",42.23,USD,2.128174123337353,107022,0.27872286786980743,2027233400.123337,USD,,-2.0677,USD,52.003249767873726,0,Health technology,Strong buy
WVE,Wave Life Sciences Ltd.,13.28,USD,7.356507679870656,598873,0.525947441877948,2025462395.408246,USD,,-1.1126,USD,-28.13543706092365,0,Health technology,Strong buy
IREN,IREN Limited,10.35,USD,5.3971486761710725,9630114,0.7988172601147815,2024798619.9592664,USD,,-0.4134,USD,,0,Technology services,Strong buy
BEAM,Beam Therapeutics Inc.,24.45,USD,-1.4112903225806508,753237,0.6361097331662571,2024597491.814516,USD,,-1.7602,USD,57.857690097682436,0,Health technology,Buy
HUT,Hut 8 Corp.,21.5,USD,4.929233772571994,3006669,0.512679620035809,2014092649.5754077,USD,10.80741552978059,1.98937479,USD,,0,Technology services,Strong buy
OSW,OneSpaWorld Holdings Limited,19.35,USD,-2.763819095477373,258769,0.4851079513244209,2012050671.2412064,USD,39.823008849557525,0.4859,USD,,0.40201,Consumer services,Strong buy
SUPN,"Supernus Pharmaceuticals, Inc.",36.435,USD,0.7605088495575378,188194,0.4753340009774714,2011914188.9025168,USD,34.11197453421964,1.0681,USD,175.07082152974507,0,Health technology,Buy
TRUP,"Trupanion, Inc.",47.355,USD,-1.753112033195033,445847,0.8975389531708391,2005177293.3180494,USD,,-0.3213,USD,74.46351931330473,0,Finance,Buy
TRMD,TORM plc,20.5,USD,5.398457583547562,1146567,0.991357921896282,1994785300,USD,2.5768797835475996,7.955357533900001,USD,-0.8985693560680784,29.2083,Transportation,Buy
COCO,"The Vita Coco Company, Inc.",35.01,USD,-5.1476564616635025,477694,1.1773198569551961,1986185120.3741536,USD,34.90180440634034,1.0031,USD,59.67844635466414,0,Consumer non-durables,Buy
PLUS,ePlus inc.,73.9,USD,0.02707092582567709,182408,0.7919186165649605,1980739615.4358423,USD,18.31111551613063,4.0358,USD,-20.308828465928165,0,Technology services,Buy
HRMY,"Harmony Biosciences Holdings, Inc.",34.65,USD,0.6974716652136065,155889,0.2387901995057506,1976134389.9258938,USD,16.403143344063622,2.1124,USD,-14.384144611518657,0,Health technology,Strong buy
SKWD,"Skyward Specialty Insurance Group, Inc.",49.185,USD,-2.681044717055791,94387,0.36118101028283145,1972315083.1314805,USD,15.032090464547679,3.272,USD,83.83055227821787,0,Finance,Buy
EVCM,EverCommerce Inc.,10.71,USD,-2.724795640326966,63044,0.7023821991278714,1965113448.367848,USD,,-0.2791,USD,-33.2219570405728,0,Technology services,Buy
CHEF,"The Chefs' Warehouse, Inc.",49.59,USD,0.5474452554744589,128043,0.30495410195812434,1961508239.1806571,USD,43.84615384615385,1.131,USD,178.98371978293045,0,Distribution services,Strong buy
AKRO,"Akero Therapeutics, Inc.",28.1,USD,1.006470165348674,650651,0.977119681170986,1961356053.3860533,USD,,-3.7464,USD,-59.028780032260805,0,Health technology,Strong buy
HPK,"HighPeak Energy, Inc.",15.435,USD,5.000000000000009,230154,0.7797516763607387,1954460264.4000003,USD,12.25972994440032,1.259,USD,-12.56944444444445,1.08844,Energy minerals,Neutral
BLTE,"Belite Bio, Inc",64.02,USD,1.4580031695720992,32969,0.7897201522479084,1948485802,USD,,-1.108,USD,,0,Health technology,Strong buy
SLNO,"Soleno Therapeutics, Inc.",45.095,USD,0.32258064516128143,240951,0.36943396266915585,1944380785.2483866,USD,,-3.3141,USD,-2.6577455626800446,0,Health technology,Strong buy
VSEC,VSE Corporation,93.44,USD,-1.7455310199789658,206065,0.6451106955042455,1907270399.5423765,USD,119.18367346938774,0.784,USD,-67.37140003329449,0.42061,Industrial services,Strong buy
GTX,Garrett Motion Inc.,8.87,USD,-1.7718715393134015,537341,0.5492110994933498,1894297695.2990034,USD,8.745809505028593,1.0142,USD,,0,Producer manufacturing,Buy
UFPT,"UFP Technologies, Inc.",243.125,USD,-0.5664390004498756,40846,0.29381341704299085,1865829379.9537854,USD,34.73859431037192,6.9987,USD,28.87526240194454,0,Process industries,Buy
CLMT,"Calumet, Inc",21.68,USD,-1.5440508628519523,309060,0.37875338835751843,1862400894.8919163,USD,,-2.7456,USD,-629.4253760123408,0,Energy minerals,Buy
GOGL,Golden Ocean Group Limited,9.295,USD,3.7388392857142754,601038,0.4413196517716138,1859262961.3593748,USD,7.685629237638498,1.2094,USD,96.97068403908796,13.3929,Transportation,Buy
HLMN,Hillman Solutions Corp.,9.385,USD,-3.644763860369614,428131,0.32520461682678725,1845006667.0066736,USD,227.23970944309926,0.0413,USD,,0,Distribution services,Buy
SBLK,Star Bulk Carriers Corp.,15.495,USD,3.6454849498327757,1097541,0.6081504969692242,1841198032.8280935,USD,5.237805496399959,2.9583,USD,36.736769124104455,16.7224,Transportation,Buy
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,29.1,USD,1.182197496522948,14142,0.832411178866574,1840970488.8239598,USD,,,,,0,Consumer services,Strong buy
IRON,"Disc Medicine, Inc.",61.61,USD,-2.8233438485804405,165605,0.8291024185929609,1833373936.7380128,USD,,-3.9701,USD,-6.0191737655887,0,Health technology,Strong buy
MNKD,MannKind Corporation,6.635,USD,3.188180404354589,1328361,0.3568595406193113,1829784853.761275,USD,94.38122332859174,0.0703,USD,,0,Health technology,Strong buy
AGIO,"Agios Pharmaceuticals, Inc.",31.85,USD,-3.073645769933043,382716,0.37390544173317614,1816411812.813451,USD,2.8018473718935564,11.3675,USD,,0,Health technology,Buy
JAMF,Jamf Holding Corp.,14.13,USD,0.5693950177935948,203237,0.40693407967047546,1814927547.2861211,USD,,-0.5452,USD,40.597079973850505,0,Technology services,Buy
GLPG,Galapagos NV,27.97,USD,1.709090909090905,93163,0.49906735906729477,1809105556.1999998,USD,,,,,0,Health technology,Neutral
CNXN,"PC Connection, Inc.",68.77,USD,-0.7218131947452,26195,0.3106381868548877,1807927466.5312548,USD,20.219928846549646,3.4011,USD,14.770196396031585,0.577451,Technology services,Neutral
SIMO,Silicon Motion Technology Corporation,54.5,USD,0.832562442183169,93598,0.38855433940614675,1806296114,USD,20.6329976527599,2.6414,USD,59.18760923280901,3.68178,Electronic technology,Strong buy
SONO,"Sonos, Inc.",14.785,USD,-1.695478723404249,634651,0.3504953261840831,1800277350.4601064,USD,,-0.3329,USD,-243.90495867768593,0,Consumer durables,Buy
GDYN,"Grid Dynamics Holdings, Inc.",21.735,USD,-2.270683453237406,685503,0.2916761852819437,1794604368.1767087,USD,749.4827586206897,0.029,USD,,0,Technology services,Strong buy
FBNC,First Bancorp,43.11,USD,-1.9558790084148272,51410,0.28126863589362017,1782250174.7295883,USD,17.381662769131523,2.4802,USD,-13.878954130351753,2.00136,Finance,Buy
ROCK,"Gibraltar Industries, Inc.",58.3025,USD,-1.0144312393887889,99435,0.2810442460617486,1768963292.3290746,USD,16.216310182738574,3.5953,USD,17.217657798643707,0,Producer manufacturing,Strong buy
IART,Integra LifeSciences Holdings Corporation,22.885,USD,0.9038800705467454,168801,0.310481502824574,1765887197.9832456,USD,,-0.0891,USD,-107.28476821192052,0,Health technology,Neutral
HSAI,Hesai Group,15.9,USD,15.050651230101304,4007321,0.9520373787217675,1761750496,USD,,-0.4232,USD,20.241236336223135,0,Producer manufacturing,Strong buy
HEES,"H&E Equipment Services, Inc.",48,USD,-1.960784313725492,199142,0.905186794605479,1757324674.509804,USD,12.166991964715724,3.9451,USD,-14.277954021989478,2.24673,Finance,Buy
SPT,"Sprout Social, Inc",30.605,USD,-0.3419081732334758,200160,0.3607806748739944,1757311803.6486485,USD,,-1.1956,USD,-13.736681887366828,0,Technology services,Buy
AMPH,"Amphastar Pharmaceuticals, Inc.",36.515,USD,-1.6563425801238942,171710,0.23385159473549957,1755693552.2625906,USD,12.149797032009051,3.0054,USD,17.32968963497949,0,Health technology,Buy
CMPR,Cimpress plc,69.545,USD,-3.03262688232013,77293,0.49390486645788295,1749302812.4666762,USD,11.957942157570756,5.8158,USD,,0,Commercial services,Strong buy
PCT,"PureCycle Technologies, Inc.",10.08,USD,-1.6585365853658531,598747,0.3161558034964525,1749298820.5580487,USD,,-1.5099,USD,-171.46709816612727,0,Industrial services,Buy
CASH,"Pathward Financial, Inc.",72.51,USD,-1.454199510736604,43847,0.17755257900111843,1748905622.0096495,USD,10.947219034965881,6.6236,USD,10.352870614108152,0.271813,Finance,Buy
EXPI,"eXp World Holdings, Inc.",11.365,USD,-1.2597741094700223,490174,0.25790918736828283,1745111599.7810597,USD,,-0.2151,USD,-800.6514657980457,1.73762,Finance,Buy
PAX,Patria Investments Limited,11.4,USD,-1.9776440240756699,226183,0.2947580085527949,1740921656.027515,USD,20.9020902090209,0.5454,USD,-27.91435368754957,7.51505,Finance,Buy
CHCO,City Holding Company,117.3,USD,-0.9959486833220853,20513,0.28215353115041036,1724559263.4900403,USD,15.054674264592638,7.7916,USD,-0.3491539730652691,2.47721,Finance,Neutral
CLDX,"Celldex Therapeutics, Inc.",25.9911,USD,2.8535813217253656,429682,0.5170517501797784,1724359564.5913298,USD,,-2.5679,USD,2.690514987305323,0,Health technology,Strong buy
TWFG,"TWFG, Inc.",30.16,USD,-2.0779220779220795,62226,0.32382507638193936,1724290000,USD,22.43046259110516,1.3446,USD,,0,Finance,Buy
CERT,"Certara, Inc.",10.71,USD,0.5633802816901454,321961,0.2947547531070411,1724178547.5718312,USD,,-0.1944,USD,8.345120226308355,0,Technology services,Buy
WBTN,WEBTOON Entertainment Inc.,13.43,USD,-1.104565537555231,157014,0.4379962759688409,1723245471.9801176,USD,,-1.1521,USD,-127.68774703557311,0,Technology services,Buy
TXG,"10x Genomics, Inc.",14.225,USD,-0.9401114206128118,667623,0.46180276997411474,1721999547.2876043,USD,,-1.5267,USD,20.2184364548495,0,Health technology,Buy
LKFN,Lakeland Financial Corporation,67.25,USD,-2.1960442117510253,27944,0.2111698449703203,1715284232.2898488,USD,17.504815451090636,3.8418,USD,9.659188217160473,2.79232,Finance,Neutral
IAS,Integral Ad Science Holding Corp.,10.525,USD,0.8141762452107362,310404,0.4328049063604351,1712106480.2011497,USD,52.91603821015586,0.1989,USD,271.08208955223876,0,Technology services,Buy
STGW,Stagwell Inc.,6.405,USD,-2.6595744680851037,105063,0.33270526689129276,1707500931.0957448,USD,2463.4615384615386,0.0026,USD,,0,Commercial services,Buy
PRDO,Perdoceo Education Corporation,25.97,USD,-1.8889308651303363,149402,0.2764610790941968,1706653876.8526633,USD,13.068639291465377,1.9872,USD,-7.563494278537532,1.81337,Consumer services,Strong buy
VITL,"Vital Farms, Inc.",38.89,USD,3.1838684001061366,202149,0.255518771400514,1702979425.0419211,USD,34.56888888888889,1.125,USD,140.89935760171304,0,Process industries,Strong buy
ALGT,Allegiant Travel Company,92.24,USD,-1.9974500637484165,146112,0.5326707031113289,1692045494.2481933,USD,,-1.5064,USD,-116.17575998367819,2.54994,Transportation,Neutral
DVAX,Dynavax Technologies Corporation,12.865,USD,0.7439310884886503,448340,0.2707916909217922,1691162966.5853562,USD,98.73369148119724,0.1303,USD,-66.05886949726492,0,Health technology,Strong buy
ARQT,"Arcutis Biotherapeutics, Inc.",14.44,USD,3.6611629576453684,1671203,0.7050116909729052,1690123972.1694183,USD,,-1.7926,USD,58.99535649747237,0,Health technology,Strong buy
FTRE,Fortrea Holdings Inc.,18.605,USD,-0.2412868632707676,429506,0.4183790827797478,1668868409.2195714,USD,,-3.1377,USD,,0,Commercial services,Neutral
CENX,Century Aluminum Company,17.98,USD,-1.317233809001089,384275,0.367656204255254,1668523141.4237106,USD,5.856677524429968,3.07,USD,,0,Non-energy minerals,Buy
NWBI,"Northwest Bancshares, Inc.",13.005,USD,-1.4025777103866468,255721,0.3070577374837118,1656833097.514026,USD,17.20693305107171,0.7558,USD,-31.47778785131459,6.0652,Finance,Neutral
XNCR,"Xencor, Inc.",23.67,USD,3.0026109660574467,212993,0.21590160483011078,1656474682.6488252,USD,,-3.1999,USD,-61.20403022670025,0,Health technology,Strong buy
VRNT,Verint Systems Inc.,26.57,USD,-3.205828779599268,267727,0.355658745399168,1654904180.8739529,USD,27.994942577178378,0.9491,USD,3150.3424657534247,0,Technology services,Buy
AAOI,"Applied Optoelectronics, Inc.",34.5,USD,-6.402604449267497,2585151,0.855873976888912,1652720643.0276723,USD,,-2.0662,USD,2.7029572424185506,0,Electronic technology,Buy
MBIN,Merchants Bancorp,36.1,USD,-1.0145324924595487,70816,0.38566877992274207,1652081278.9909515,USD,5.968816653163804,6.0481,USD,16.882790607788188,0.987113,Finance,Buy
DNUT,"Krispy Kreme, Inc.",9.7,USD,-2.316213494461233,615233,0.3067558198584322,1649000050.7955687,USD,59.65559655596556,0.1626,USD,,1.40987,Distribution services,Buy
UCTT,"Ultra Clean Holdings, Inc.",36.55,USD,1.6689847009735586,148663,0.46868871954026176,1646945455.3059804,USD,495.2574525745257,0.0738,USD,,0,Producer manufacturing,Strong buy
MXL,"MaxLinear, Inc",19.505,USD,-1.390293225480294,366294,0.29622018310637444,1645476542.1718907,USD,,-2.7212,USD,-5353.306613226453,0,Electronic technology,Buy
TVTX,"Travere Therapeutics, Inc.",18.78,USD,7.807118254879445,727436,0.5396037217016927,1634504193.888634,USD,,-4.557,USD,-3.481163567000492,0,Health technology,Strong buy
CLBK,"Columbia Financial, Inc.",15.56,USD,-1.5812776723592663,39867,0.43715924891113167,1629496920.8753953,USD,98.10844892812106,0.1586,USD,-67.56646216768917,0,Finance,Buy
SJW,SJW Group,48.775,USD,-0.9041040227549783,132780,0.4021947145835113,1621941270.0091426,USD,17.644611655753717,2.7643,USD,-13.034040143459382,3.25071,Utilities,Neutral
DMLP,"Dorchester Minerals, L.P.",34.18,USD,2.5502550255025547,79924,0.6906098353403105,1618072949.831983,USD,12.27818090380056,2.7838,USD,4.540162980209537,10.4637,Miscellaneous,
APLD,Applied Digital Corporation,7.645,USD,0.06544502617800908,8200322,0.5172034637824615,1614972626.0091624,USD,,-1.1617,USD,-114.49409158050221,0,Technology services,Strong buy
ULCC,"Frontier Group Holdings, Inc.",7.149,USD,0.5485232067510506,1945801,0.897428098211182,1611186706.4295359,USD,,-0.0311,USD,-110.70936639118459,0,Transportation,Neutral
BCRX,"BioCryst Pharmaceuticals, Inc.",7.735,USD,2.8590425531914994,1840559,0.9965419667431497,1602170530.3690162,USD,,-0.6074,USD,51.58616292045273,0,Health technology,Strong buy
ASTH,Astrana Health Inc.,32.235,USD,2.2359657469077017,284387,0.8224637733551781,1583384183.5099905,USD,24.71440619489381,1.3043,USD,33.705791901588924,0,Health services,Strong buy
DSGR,"Distribution Solutions Group, Inc.",33.7,USD,-2.03488372093022,33539,0.4962836803032836,1578436598.1250002,USD,840.3990024937657,0.0401,USD,-67.99680766161214,0,Distribution services,Buy
GO,Grocery Outlet Holding Corp.,16.1,USD,3.139013452914811,746225,0.4987904969623727,1563895487.174888,USD,31.384015594541914,0.513,USD,-36.37603869527471,0,Retail trade,Neutral
INFN,Infinera Corporation,6.5899,USD,0.30289193302891637,400894,0.5312226864766622,1560503665.3394368,USD,,-0.4767,USD,-1119.1815856777491,0,Electronic technology,Neutral
UPBD,"Upbound Group, Inc.",28.525,USD,-2.211175865615369,136167,0.26950527265817975,1560306100.7567704,USD,19.694145263739298,1.4484,USD,961.0989010989009,5.14227,Finance,Buy
INDV,Indivior PLC,12.44,USD,0.08045052292839731,338459,0.2905696868798891,1558385677.203125,USD,,-0.0427904,USD,97.56842769196633,0,Health technology,Strong buy
GPCR,Structure Therapeutics Inc.,28.02,USD,3.318584070796455,350701,0.3085076978916853,1552728528,USD,,-2.2148,USD,3.7043478260869547,0,Health technology,Strong buy
MLKN,"MillerKnoll, Inc.",22.44,USD,-0.6640106241699804,187096,0.11502511578838,1552074615.6812754,USD,24.57831325301205,0.913,USD,35.099141757916556,3.32005,Producer manufacturing,Neutral
VRDN,"Viridian Therapeutics, Inc.",19.57,USD,2.086593635889403,935587,0.5723638975782296,1550193588.4501824,USD,,-4.3127,USD,15.561429270680364,0,Health technology,Strong buy
APOG,"Apogee Enterprises, Inc.",70.52,USD,-1.2463240442515062,52016,0.24807999835936023,1547421571.707604,USD,14.876695567791065,4.7403,USD,4.338351822503978,1.40036,Producer manufacturing,Neutral
NTCT,"NetScout Systems, Inc.",21.515,USD,-0.6694367497691578,86830,0.2107987312747096,1542997707.5133889,USD,,-8.3991,USD,-1021.8636812644057,0,Technology services,Neutral
VECO,Veeco Instruments Inc.,27.13,USD,1.2313432835820832,210955,0.3478175563324955,1540393715.9880595,USD,20.3144889554474,1.3355,USD,35.54247437328732,0,Electronic technology,Buy
CMPO,"CompoSecure, Inc.",15.38,USD,0.3261578604044404,590852,0.5873056721597975,1534380402.778865,USD,,-0.4486,USD,-156.54146710360476,1.95695,Commercial services,Strong buy
PLAB,"Photronics, Inc.",24.06,USD,2.1222410865874366,190223,0.28886780095071873,1523849405.378608,USD,11.487228455478634,2.0945,USD,3.1519330214232975,0,Electronic technology,Strong buy
PGNY,"Progyny, Inc.",17.86,USD,3.536231884057968,1183021,0.5138616609060598,1520837346.8081157,USD,30.766580534022392,0.5805,USD,12.260684587120481,0,Commercial services,Buy
HLIT,Harmonic Inc.,13.045,USD,-1.3983371126228308,353653,0.29823754197342606,1520110492.2520785,USD,17.899286498353458,0.7288,USD,1340.316205533597,0,Electronic technology,Buy
SEZL,Sezzle Inc.,270.98,USD,5.934323690383114,141629,0.8397522289492735,1519394147.2621582,USD,28.81264021946007,9.4049,USD,2043.8112605425117,0,Technology services,Strong buy
PLYA,Playa Hotels & Resorts N.V.,12.49,USD,-1.264822134387353,428580,0.3201663807371267,1518217143.5715415,USD,26.135174722745344,0.4779,USD,97.5609756097561,0,Consumer services,Buy
TASK,"TaskUs, Inc.",16.81,USD,-0.7674144037780553,159237,0.796077529533513,1501260132.8193624,USD,28.977762454749183,0.5801,USD,26.99211908931698,0,Commercial services,Buy
ADEA,Adeia Inc.,13.7,USD,-2.0028612303290494,189231,0.29270137517720457,1496929606.2660942,USD,37.46240087503418,0.3657,USD,-69.1209997466858,1.43062,Technology services,Strong buy
PRAX,"Praxis Precision Medicines, Inc.",79.745,USD,3.618762993763008,143105,0.36831500101534026,1486269535.2373962,USD,,-10.2957,USD,69.41338292613366,0,Health technology,Strong buy
SASR,"Sandy Spring Bancorp, Inc.",32.78,USD,-2.758825274399287,67136,0.25294784307106166,1480064652.0652626,USD,17.310027987537627,1.8937,USD,-34.82136710952021,4.03441,Finance,Neutral
IMCR,Immunocore Holdings plc,29.75,USD,0.847457627118644,114488,0.30851756726859497,1475755790,USD,,-0.9568,USD,29.293526455808454,0,Health technology,Buy
CSGS,"CSG Systems International, Inc.",50.665,USD,-0.8706711015456864,46926,0.2535755141785815,1473979682.7392876,USD,22.32626801216234,2.2693,USD,-5.869420939107357,2.34788,Technology services,Strong buy
SDGR,"Schrodinger, Inc.",20.18,USD,4.613789528252984,438273,0.6274488188976378,1469034094.9735613,USD,,-2.4492,USD,-535.4133333333333,0,Technology services,Strong buy
ATRC,"AtriCure, Inc.",29.995,USD,-1.8488219895287885,170992,0.4646379064990668,1462353712.1567411,USD,,-0.8322,USD,-54.97206703910614,0,Health technology,Strong buy
SPNS,Sapiens International Corporation N.V.,26.23,USD,-2.38183848157797,73536,0.556607672429845,1462145039.9441755,USD,20.64054139124961,1.2708,USD,20.147489836437536,2.12133,Technology services,Neutral
ATSG,"Air Transport Services Group, Inc",21.98,USD,0,750762,0.5614659880072932,1461060402,USD,,-0.0392,USD,-102.65816776293484,0,Transportation,Neutral
KRNT,Kornit Digital Ltd.,30.59,USD,-1.163166397415184,91830,0.37385787701000006,1460221523.3421648,USD,,-0.875,USD,43.31433013734129,0,Producer manufacturing,Strong buy
HOPE,"Hope Bancorp, Inc.",12.015,USD,-2.2375915378356273,216462,0.25601471118895536,1450678786.8246543,USD,14.279771808889945,0.8414,USD,-36.35400907715582,4.55655,Finance,Neutral
SSRM,SSR Mining Inc.,7.145,USD,2.6580459770114886,2132545,0.672281196948636,1445930338.6767929,USD,,-2.411741865,USD,-339.6589880830527,0.958735,Non-energy minerals,Neutral
VBTX,"Veritex Holdings, Inc.",26.44,USD,-2.6509572901325438,136981,0.27645490445543647,1440553553.7569957,USD,16.89456869009585,1.565,USD,-40.905486538534156,2.94551,Finance,Buy
KNSA,"Kiniksa Pharmaceuticals, Ltd.",19.92,USD,0.7077856420626925,179632,0.4060531834911369,1438255241.569262,USD,,-0.1353,USD,-32.90766208251474,0,Health technology,Strong buy
MCRI,"Monarch Casino & Resort, Inc.",77.64,USD,-1.5969581749049493,29852,0.29108027914532464,1427726425.5300379,USD,17.180792210666077,4.519,USD,2.3162089342722054,1.52091,Consumer services,Neutral
STBA,"S&T Bancorp, Inc.",37.29,USD,-2.4332810047095754,53360,0.24472843216032464,1426705425.754317,USD,10.609423011266642,3.5148,USD,-7.842366081963337,3.47985,Finance,Neutral
TCBK,TriCo Bancshares,43.06,USD,-1.4645308924485139,49210,0.32453357778320024,1421211632.2540045,USD,12.80252125825058,3.3634,USD,-12.02427349533102,3.0206,Finance,Buy
